<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
USDRUB;D;20150306;0;60.8233000;61.1341000;58.9044000;60.1589000;330307
USDRUB;D;20150309;0;60.3723000;61.0519000;59.6954000;60.1772000;19539
USDRUB;D;20150310;0;60.6562000;62.7450000;59.8273000;61.5977000;344444
USDRUB;D;20150311;0;62.1945000;63.0382000;61.0369000;61.5538000;360441
USDRUB;D;20150312;0;61.5544000;62.4950000;60.2557000;61.0174000;396629
USDRUB;D;20150313;0;60.9800000;62.7150000;60.2291000;61.9783000;388269
USDRUB;D;20150316;0;62.0866000;62.7300000;61.7000000;61.8797000;248738
USDRUB;D;20150317;0;61.8630000;62.3048000;61.2651000;61.4195000;276554
USDRUB;D;20150318;0;61.4668000;61.5400000;58.3074000;59.0532000;329854
USDRUB;D;20150319;0;59.3600000;61.2200000;58.6533000;59.7618000;399724
USDRUB;D;20150320;0;60.0850000;60.6423000;58.9404000;59.2713000;358896
USDRUB;D;20150323;0;59.1175000;59.8710000;58.4008000;58.4008000;348752
USDRUB;D;20150324;0;58.7945000;58.9845000;56.8787000;57.5972000;396714
USDRUB;D;20150325;0;57.7567000;58.0055000;56.6198000;57.2941000;404797
USDRUB;D;20150326;0;57.3526000;57.7031000;55.6183000;57.2348000;414197
USDRUB;D;20150327;0;57.2492000;58.0193000;56.2548000;57.2429000;302752
USDRUB;D;20150330;0;57.7126000;58.6660000;57.4160000;57.4945000;367098
USDRUB;D;20150331;0;57.5750000;58.2570000;56.2022000;58.0886000;312970
USDRUB;D;20150401;0;58.0616000;58.9106000;57.2520000;57.5071000;349221
USDRUB;D;20150402;0;57.5853000;57.7497000;55.9430000;56.4701000;368587
USDRUB;D;20150403;0;56.3300000;57.1645000;54.9589000;56.2703000;297443
USDRUB;D;20150406;0;56.8648000;57.5600000;55.0600000;55.3166000;301866
USDRUB;D;20150407;0;55.4156000;55.8144000;54.5672000;54.8641000;309381
USDRUB;D;20150408;0;55.0048000;55.0950000;53.3900000;53.6066000;338817
USDRUB;D;20150409;0;53.6066000;53.7483000;51.7955000;51.9002000;355316
USDRUB;D;20150410;0;51.9130000;53.7260000;50.2578000;52.8387000;460119
USDRUB;D;20150413;0;53.6007000;54.0318000;51.8273000;51.9392000;365607
USDRUB;D;20150414;0;52.1402000;52.5963000;50.0100000;50.6562000;214462
USDRUB;D;20150415;0;51.0060000;51.3351000;48.5835000;48.5835000;186444
USDRUB;D;20150416;0;49.0445000;50.5400000;48.4271000;49.6987000;333443
USDRUB;D;20150417;0;49.7912000;52.7675000;48.4489000;51.4360000;390285
USDRUB;D;20150420;0;52.5253000;53.8238000;50.1633000;53.0360000;377401
USDRUB;D;20150421;0;53.3308000;54.1176000;51.2792000;53.1543000;262883
USDRUB;D;20150422;0;53.6929000;53.9646000;51.4158000;52.0902000;296601
USDRUB;D;20150423;0;52.3296000;52.5381000;50.4420000;50.4978000;334942
USDRUB;D;20150424;0;50.7915000;51.5400000;49.7890000;50.1832000;342787
USDRUB;D;20150427;0;51.0118000;52.0941000;49.1442000;51.8801000;349522
USDRUB;D;20150428;0;51.9514000;52.5944000;50.5139000;51.1732000;257877
USDRUB;D;20150429;0;51.3912000;52.0070000;50.4905000;50.6775000;282699
USDRUB;D;20150430;0;51.0576000;52.2084000;50.4339000;51.4814000;308928
USDRUB;D;20150501;0;51.6765000;51.8995000;50.7604000;51.0801000;17992
USDRUB;D;20150504;0;51.7920000;52.2547000;50.1309000;52.0432000;17928
USDRUB;D;20150505;0;52.1810000;52.2334000;50.3060000;50.5526000;170823
USDRUB;D;20150506;0;50.5731000;50.9911000;49.6640000;50.9843000;25209
USDRUB;D;20150507;0;50.4950000;50.9553000;49.9470000;49.9470000;5789
USDRUB;D;20150508;0;50.0673000;51.2770000;49.8719000;50.9739000;64987
USDRUB;D;20150511;0;50.8578000;51.8250000;48.6911000;51.4511000;7629
USDRUB;D;20150512;0;51.5310000;51.5820000;49.8250000;50.7557000;5314
USDRUB;D;20150513;0;50.8762000;51.0250000;48.8060000;48.9644000;69222
USDRUB;D;20150514;0;49.0900000;50.7533000;48.7770000;49.9500000;48204
USDRUB;D;20150515;0;49.9950000;50.2280000;49.1430000;49.4851000;5270
USDRUB;D;20150518;0;49.4783000;49.5850000;48.4928000;49.1285000;62854
USDRUB;D;20150519;0;49.1833000;49.6880000;48.8012000;49.6450000;75635
USDRUB;D;20150520;0;49.5993000;50.1838000;49.3695000;49.8295000;79450
USDRUB;D;20150521;0;49.8789000;50.2820000;49.4800000;49.9775000;6949
USDRUB;D;20150522;0;49.9525000;50.6169000;49.1300000;49.8800000;6213
USDRUB;D;20150525;0;49.9343000;50.1690000;48.6712000;49.8495000;47464
USDRUB;D;20150526;0;50.0333000;50.9784000;49.1986000;50.7208000;40329
USDRUB;D;20150527;0;50.8413000;52.1635000;50.6100000;51.5495000;59308
USDRUB;D;20150528;0;51.6700000;53.0400000;51.2485000;52.6595000;55039
USDRUB;D;20150529;0;52.7800000;53.6441000;52.1187000;52.2850000;99405
USDRUB;D;20150601;0;52.0864000;53.6087000;50.9288000;53.4100000;70822
USDRUB;D;20150602;0;53.4950000;54.0677000;52.2360000;52.7773000;88654
USDRUB;D;20150603;0;52.7739000;54.4217000;51.7024000;54.3380000;93826
USDRUB;D;20150604;0;54.2540000;56.6372000;53.9695000;55.9600000;107719
USDRUB;D;20150605;0;56.0611000;57.1900000;54.9100000;56.1150000;43816
USDRUB;D;20150608;0;56.4065000;56.6200000;55.4940000;55.6320000;78477
USDRUB;D;20150609;0;55.8969000;57.2916000;54.4467000;55.2835000;69494
USDRUB;D;20150610;0;55.4150000;55.6868000;53.7603000;54.3105000;76195
USDRUB;D;20150611;0;54.3310000;54.9111000;53.0487000;54.7603000;10926
USDRUB;D;20150612;0;54.7079000;55.3085000;53.4531000;54.7963000;28283
USDRUB;D;20150615;0;54.9891000;55.8959000;54.3102000;54.4795000;66117
USDRUB;D;20150616;0;54.4900000;55.9967000;53.4130000;53.7845000;95385
USDRUB;D;20150617;0;53.9050000;54.3234000;52.9227000;53.5600000;91060
USDRUB;D;20150618;0;53.6450000;54.0200000;52.9905000;53.3720000;77493
USDRUB;D;20150619;0;53.4670000;54.5525000;52.3900000;54.1200000;86833
USDRUB;D;20150622;0;54.2225000;54.2479000;51.9850000;53.9344000;58975
USDRUB;D;20150623;0;53.9272000;54.6554000;53.5000000;53.7094000;237492
USDRUB;D;20150624;0;53.8119000;54.7360000;52.7139000;54.3650000;245218
USDRUB;D;20150625;0;54.4533000;55.2495000;52.7750000;54.5964000;216916
USDRUB;D;20150626;0;54.7046000;55.2993000;54.1780000;54.2160000;216436
USDRUB;D;20150629;0;55.3850000;55.7459000;54.5886000;55.6259000;257566
USDRUB;D;20150630;0;55.7442000;55.9835000;54.4621000;55.2282000;257816
USDRUB;D;20150701;0;55.3429000;55.9359000;54.7314000;55.7225000;259986
USDRUB;D;20150702;0;55.8237000;56.2415000;54.7478000;55.2716000;200633
USDRUB;D;20150703;0;55.4462000;56.0590000;54.2659000;55.9064000;185176
USDRUB;D;20150706;0;56.0040000;56.8950000;55.7605000;56.5472000;83127
USDRUB;D;20150707;0;56.8296000;57.6785000;55.6980000;56.5131000;214097
USDRUB;D;20150708;0;56.6672000;57.6193000;55.4423000;57.3735000;249811
USDRUB;D;20150709;0;57.4498000;57.5328000;56.0598000;57.0967000;271147
USDRUB;D;20150710;0;57.1933000;57.3333000;55.3459000;55.6597000;237770
USDRUB;D;20150713;0;56.4485000;56.8474000;55.2908000;56.1933000;288658
USDRUB;D;20150714;0;56.1183000;57.0800000;54.9541000;56.2788000;210045
USDRUB;D;20150715;0;56.4094000;56.9583000;55.4230000;56.7584000;217002
USDRUB;D;20150716;0;56.8709000;57.1512000;56.4280000;56.8443000;184174
USDRUB;D;20150717;0;56.9650000;57.3391000;55.7072000;56.4233000;169307
USDRUB;D;20150720;0;57.0138000;57.3935000;56.5400000;56.7774000;135254
USDRUB;D;20150721;0;57.0914000;57.4190000;55.7353000;56.9401000;160710
USDRUB;D;20150722;0;57.0747000;57.4941000;55.3032000;57.1107000;123066
USDRUB;D;20150723;0;57.3339000;57.9836000;56.5262000;57.6940000;172280
USDRUB;D;20150724;0;57.7467000;58.7075000;56.7319000;57.5830000;185617
USDRUB;D;20150727;0;58.4195000;59.9400000;57.1010000;59.0954000;259401
USDRUB;D;20150728;0;59.7663000;60.8804000;58.0043000;59.8098000;289990
USDRUB;D;20150729;0;59.9451000;60.4064000;57.6608000;57.8594000;309158
USDRUB;D;20150730;0;58.6060000;59.9204000;57.6226000;59.5371000;284950
USDRUB;D;20150731;0;59.7299000;61.7854000;59.3653000;61.2897000;344575
USDRUB;D;20150803;0;61.7155000;63.6254000;60.1152000;63.1682000;326635
USDRUB;D;20150804;0;63.2152000;64.3697000;62.1905000;62.4044000;388200
USDRUB;D;20150805;0;62.8002000;63.7873000;61.2734000;63.2031000;308554
USDRUB;D;20150806;0;63.6213000;64.5608000;62.4171000;63.7899000;330343
USDRUB;D;20150807;0;64.2145000;65.8725000;62.7039000;63.6169000;361206
USDRUB;D;20150810;0;64.0272000;64.8600000;62.5281000;62.8782000;315476
USDRUB;D;20150811;0;62.8782000;64.5084000;61.5454000;64.0268000;346699
USDRUB;D;20150812;0;64.2244000;65.2235000;62.0826000;63.8469000;343108
USDRUB;D;20150813;0;64.5177000;65.0279000;61.7292000;64.4923000;367488
USDRUB;D;20150814;0;64.7070000;65.0513000;63.9434000;63.9434000;286491
USDRUB;D;20150817;0;64.9466000;65.7566000;64.4690000;65.1406000;288515
USDRUB;D;20150818;0;65.3334000;65.9314000;64.0267000;65.6348000;246494
USDRUB;D;20150819;0;65.8376000;66.6294000;64.3458000;66.4809000;285011
USDRUB;D;20150820;0;66.4207000;68.4852000;66.0893000;67.1164000;359851
USDRUB;D;20150821;0;67.9900000;69.2471000;66.1280000;68.0658000;403232
USDRUB;D;20150824;0;69.1146000;71.6191000;68.3889000;70.5079000;451954
USDRUB;D;20150825;0;70.8820000;71.5483000;68.1057000;68.7685000;421954
USDRUB;D;20150826;0;68.9856000;70.7332000;67.2494000;68.5680000;387128
USDRUB;D;20150827;0;68.9072000;69.0814000;65.0459000;65.0459000;367345
USDRUB;D;20150828;0;65.9824000;67.3723000;64.0338000;64.5774000;468251
USDRUB;D;20150831;0;65.8667000;67.3930000;63.5961000;64.1353000;461730
USDRUB;D;20150901;0;64.3233000;66.7977000;62.1441000;66.0548000;457104
USDRUB;D;20150902;0;66.3405000;68.0155000;64.7976000;66.4717000;460796
USDRUB;D;20150903;0;66.9427000;69.0001000;65.2015000;66.4345000;426467
USDRUB;D;20150904;0;66.8206000;68.5056000;66.0981000;68.0159000;388316
USDRUB;D;20150907;0;67.5390000;69.7622000;66.0221000;67.9770000;337132
USDRUB;D;20150908;0;69.1792000;69.5836000;67.1924000;67.6360000;457821
USDRUB;D;20150909;0;67.9227000;68.5366000;65.8953000;68.1701000;364759
USDRUB;D;20150910;0;68.4716000;68.8604000;67.1638000;67.5457000;368474
USDRUB;D;20150911;0;67.6620000;68.3900000;65.9120000;66.9887000;358393
USDRUB;D;20150914;0;67.7834000;68.0616000;65.7728000;67.3716000;228382
USDRUB;D;20150915;0;67.7763000;68.4107000;66.1837000;66.4661000;271957
USDRUB;D;20150916;0;66.8360000;66.8623000;64.6424000;65.2304000;390761
USDRUB;D;20150917;0;65.5535000;66.3342000;63.8371000;64.7601000;405184
USDRUB;D;20150918;0;65.3291000;67.7250000;63.8469000;67.3945000;329110
USDRUB;D;20150921;0;66.4905000;67.7000000;64.8652000;65.8742000;262732
USDRUB;D;20150922;0;66.0869000;67.3640000;64.3869000;65.7529000;222291
USDRUB;D;20150923;0;65.7529000;67.6769000;64.3639000;66.4526000;275402
USDRUB;D;20150924;0;66.3536000;66.8250000;65.2223000;65.8051000;263168
USDRUB;D;20150925;0;65.8055000;66.4966000;64.3782000;64.5373000;261101
USDRUB;D;20150928;0;65.0123000;66.9179000;64.3239000;65.7036000;207227
USDRUB;D;20150929;0;66.2383000;66.8253000;64.7847000;65.8031000;267434
USDRUB;D;20150930;0;66.2632000;66.3263000;63.3294000;65.1214000;198044
USDRUB;D;20151001;0;65.3094000;66.6260000;64.4306000;64.4306000;221192
USDRUB;D;20151002;0;64.4306000;67.0900000;64.3974000;65.2185000;253623
USDRUB;D;20151005;0;66.0197000;67.1236000;64.0225000;64.0240000;285912
USDRUB;D;20151006;0;64.4325000;65.2555000;61.9944000;62.7585000;195593
USDRUB;D;20151007;0;63.0743000;63.6000000;61.8306000;62.2580000;108225
USDRUB;D;20151008;0;62.5535000;63.3174000;61.1250000;61.3222000;102190
USDRUB;D;20151009;0;61.3927000;62.1220000;60.6750000;61.0658000;100856
USDRUB;D;20151012;0;61.8383000;62.5316000;60.6541000;61.0899000;368524
USDRUB;D;20151013;0;61.1869000;63.5600000;60.4926000;62.7569000;413288
USDRUB;D;20151014;0;63.0283000;63.2941000;60.8161000;62.5304000;396855
USDRUB;D;20151015;0;62.6466000;63.4146000;60.7770000;60.9981000;359924
USDRUB;D;20151016;0;61.2933000;62.1231000;60.4926000;60.9906000;381835
USDRUB;D;20151019;0;61.6414000;62.4288000;60.8500000;62.2773000;334725
USDRUB;D;20151020;0;62.2773000;63.1747000;61.6138000;62.0168000;340245
USDRUB;D;20151021;0;62.0068000;63.4940000;61.7372000;63.4940000;375385
USDRUB;D;20151022;0;63.5097000;64.6476000;62.3368000;63.0253000;319497
USDRUB;D;20151023;0;63.0958000;63.5975000;61.5918000;62.2668000;341073
USDRUB;D;20151026;0;62.3909000;63.0485000;61.3382000;62.7198000;396890
USDRUB;D;20151027;0;62.7198000;65.3700000;62.1712000;64.9696000;419486
USDRUB;D;20151028;0;64.9696000;65.8470000;63.1059000;63.5556000;457913
USDRUB;D;20151029;0;63.5556000;64.6844000;62.4810000;63.8906000;485524
USDRUB;D;20151030;0;63.8906000;64.6572000;62.6651000;63.7587000;431691
USDRUB;D;20151102;0;64.5603000;64.5603000;62.6139000;63.0559000;372799
USDRUB;D;20151103;0;63.0559000;64.0866000;62.2070000;62.5426000;406314
USDRUB;D;20151104;0;62.5426000;63.3148000;61.5638000;63.1101000;148044
USDRUB;D;20151105;0;63.2050000;63.7065000;62.6533000;63.3656000;412741
USDRUB;D;20151106;0;63.4162000;64.8166000;62.2500000;64.4368000;385631
USDRUB;D;20151109;0;63.4919000;64.9381000;63.2466000;64.5885000;372287
USDRUB;D;20151110;0;64.5885000;64.7451000;63.9723000;64.4956000;377729
USDRUB;D;20151111;0;64.5337000;65.6717000;63.6709000;65.5108000;313547
USDRUB;D;20151112;0;65.4771000;66.6735000;64.9650000;66.4715000;410672
USDRUB;D;20151113;0;66.4715000;67.0486000;65.1051000;66.7681000;347249
USDRUB;D;20151116;0;65.8430000;67.9462000;64.8045000;65.2974000;376881
USDRUB;D;20151117;0;65.3644000;65.7663000;64.4940000;65.1664000;448635
USDRUB;D;20151118;0;65.2265000;65.4881000;64.4449000;64.7128000;385323
USDRUB;D;20151119;0;64.7128000;65.8663000;63.5122000;64.5056000;469678
USDRUB;D;20151120;0;64.5758000;65.0428000;64.1497000;64.7068000;477178
USDRUB;D;20151123;0;66.1363000;66.2320000;63.5994000;65.8046000;499534
USDRUB;D;20151124;0;65.7886000;67.2265000;65.1060000;65.4203000;476522
USDRUB;D;20151125;0;65.4671000;66.0706000;63.7957000;65.5031000;466705
USDRUB;D;20151126;0;65.5031000;66.0054000;64.3733000;65.8465000;385041
USDRUB;D;20151127;0;65.8653000;66.4766000;64.4640000;66.3768000;401602
USDRUB;D;20151130;0;66.6376000;66.9036000;65.6894000;66.2676000;446985
USDRUB;D;20151201;0;66.3109000;66.8826000;65.0406000;66.6051000;419070
USDRUB;D;20151202;0;66.6094000;67.6974000;65.4091000;67.3651000;453546
USDRUB;D;20151203;0;67.3651000;68.1742000;67.0834000;67.3600000;429338
USDRUB;D;20151204;0;67.5905000;68.3175000;66.9433000;67.8938000;461506
USDRUB;D;20151207;0;67.2512000;69.6291000;66.1135000;69.4906000;433984
USDRUB;D;20151208;0;69.4926000;69.9259000;68.1976000;69.2376000;489648
USDRUB;D;20151209;0;69.2376000;70.3526000;68.2299000;69.3353000;513202
USDRUB;D;20151210;0;69.3353000;69.7101000;68.4287000;68.4446000;476452
USDRUB;D;20151211;0;68.8119000;70.4931000;67.9863000;70.3820000;546046
USDRUB;D;20151214;0;70.9729000;71.3152000;68.5250000;70.4295000;508018
USDRUB;D;20151215;0;70.4732000;71.4455000;69.3251000;69.8738000;525984
USDRUB;D;20151216;0;69.9194000;71.0202000;69.3544000;70.0421000;513015
USDRUB;D;20151217;0;70.2411000;71.5820000;69.0287000;71.1407000;479230
USDRUB;D;20151218;0;71.2795000;72.3131000;69.9533000;71.0052000;404288
USDRUB;D;20151221;0;70.8423000;71.9912000;70.1720000;71.0376000;436588
USDRUB;D;20151222;0;71.2857000;72.2770000;70.0140000;71.2184000;412947
USDRUB;D;20151223;0;71.2869000;71.3970000;69.5100000;69.6058000;407803
USDRUB;D;20151224;0;69.8042000;70.8161000;67.5993000;69.7238000;243736
USDRUB;D;20151228;0;70.1912000;72.4489000;68.9111000;72.1301000;399089
USDRUB;D;20151229;0;72.3243000;72.8361000;70.7357000;71.9610000;388152
USDRUB;D;20151230;0;72.3188000;73.6267000;70.5407000;73.6267000;248830
USDRUB;D;20160104;0;73.0667000;74.4872000;71.6250000;73.0476000;194881
USDRUB;D;20160105;0;73.1147000;73.5374000;70.9965000;73.2947000;170489
USDRUB;D;20160106;0;73.3538000;75.0644000;71.8361000;74.5710000;211364
USDRUB;D;20160107;0;74.7366000;76.0700000;72.9972000;74.5038000;58909
USDRUB;D;20160108;0;74.7022000;75.4083000;73.1149000;74.2135000;71179
USDRUB;D;20160111;0;76.6951000;76.6972000;73.5742000;76.2325000;430471
USDRUB;D;20160112;0;76.3312000;77.6827000;74.1580000;76.7823000;532342
USDRUB;D;20160113;0;76.9129000;77.1974000;75.6271000;76.4438000;537038
USDRUB;D;20160114;0;76.7466000;77.2379000;75.2756000;76.2426000;563217
USDRUB;D;20160115;0;76.2426000;77.9346000;75.5427000;77.5693000;539923
USDRUB;D;20160118;0;77.7295000;79.4246000;76.7466000;79.1821000;489179
USDRUB;D;20160119;0;79.2972000;80.6138000;77.9846000;78.4727000;623996
USDRUB;D;20160120;0;78.6218000;82.4552000;77.3306000;81.2964000;623986
USDRUB;D;20160121;0;81.3223000;85.9493000;80.0996000;82.2698000;706260
USDRUB;D;20160122;0;82.6361000;82.9749000;77.6121000;77.9450000;711022
USDRUB;D;20160125;0;79.1917000;80.1395000;75.3550000;79.9456000;665411
USDRUB;D;20160126;0;80.0079000;82.2802000;77.4100000;78.0408000;711135
USDRUB;D;20160127;0;78.2263000;79.4550000;76.8180000;77.6441000;895779
USDRUB;D;20160128;0;77.8464000;78.2894000;75.4413000;76.2210000;698935
USDRUB;D;20160129;0;76.2210000;76.9680000;74.5763000;75.3803000;596570
USDRUB;D;20160201;0;75.3169000;77.4511000;74.3500000;77.2728000;651180
USDRUB;D;20160202;0;77.0836000;79.8244000;76.2667000;79.6651000;684474
USDRUB;D;20160203;0;79.8178000;81.0247000;76.5040000;76.6088000;675067
USDRUB;D;20160204;0;76.7822000;77.3790000;75.5076000;76.6797000;629980
USDRUB;D;20160205;0;76.6797000;77.7412000;75.8173000;77.4641000;592462
USDRUB;D;20160208;0;77.8996000;79.0876000;75.7817000;77.4868000;589131
USDRUB;D;20160209;0;77.4868000;80.0503000;75.3737000;79.7112000;572130
USDRUB;D;20160210;0;79.6999000;79.8119000;77.6333000;78.6635000;623101
USDRUB;D;20160211;0;78.8503000;80.6243000;75.9307000;79.5981000;569044
USDRUB;D;20160212;0;80.0450000;80.2195000;77.4907000;77.6466000;535117
USDRUB;D;20160215;0;78.3635000;79.4350000;76.5520000;76.8935000;363828
USDRUB;D;20160216;0;76.9780000;78.7250000;75.8569000;77.8025000;687932
USDRUB;D;20160217;0;78.1465000;78.2946000;74.5382000;74.9110000;525161
USDRUB;D;20160218;0;75.2519000;76.4786000;74.3305000;76.3574000;684956
USDRUB;D;20160219;0;76.4042000;77.8766000;74.9917000;76.7239000;456940
USDRUB;D;20160222;0;77.7025000;78.5625000;74.6378000;75.0825000;393287
USDRUB;D;20160223;0;75.2267000;77.7188000;73.8411000;76.2392000;79833
USDRUB;D;20160224;0;76.2106000;77.7060000;75.0100000;76.1200000;647078
USDRUB;D;20160225;0;75.8497000;76.7100000;74.9320000;75.1776000;485469
USDRUB;D;20160226;0;75.1776000;76.3986000;74.4304000;76.2035000;711165
USDRUB;D;20160229;0;76.4110000;76.4110000;73.8274000;75.0990000;737784
USDRUB;D;20160301;0;75.3111000;75.6580000;72.5231000;72.9610000;509353
USDRUB;D;20160302;0;73.1892000;74.2322000;72.0821000;72.8749000;427886
USDRUB;D;20160303;0;72.8868000;74.0604000;71.2897000;73.0339000;382036
USDRUB;D;20160304;0;72.9572000;73.4236000;71.5570000;71.7047000;461220
USDRUB;D;20160307;0;72.2035000;72.2698000;70.9680000;71.4034000;473863
USDRUB;D;20160308;0;71.4853000;72.9745000;71.0471000;72.6771000;179523
USDRUB;D;20160309;0;72.9668000;73.2998000;70.7086000;70.9621000;411520
USDRUB;D;20160310;0;70.9999000;71.8846000;69.5435000;71.4364000;429950
USDRUB;D;20160311;0;71.1986000;71.4934000;69.3990000;69.9433000;414428
USDRUB;D;20160314;0;70.1800000;71.6800000;68.9204000;69.8316000;473103
USDRUB;D;20160315;0;70.2505000;71.4026000;69.3860000;70.5818000;457487
USDRUB;D;20160316;0;70.5818000;71.7225000;68.2579000;68.2579000;700418
USDRUB;D;20160317;0;69.0805000;69.7355000;67.3798000;67.7727000;516168
USDRUB;D;20160318;0;68.2602000;68.7134000;66.2693000;66.7729000;626000
USDRUB;D;20160321;0;68.3970000;69.2450000;67.2750000;68.1266000;312178
USDRUB;D;20160322;0;68.1238000;68.2900000;66.2603000;67.2545000;313954
USDRUB;D;20160323;0;67.2929000;68.7336000;67.0104000;67.9380000;319923
USDRUB;D;20160324;0;68.6930000;69.7307000;67.9719000;68.1412000;362700
USDRUB;D;20160325;0;68.9257000;69.0846000;66.3481000;68.6952000;241866
USDRUB;D;20160328;0;68.2395000;68.7260000;67.1009000;68.7260000;252021
USDRUB;D;20160329;0;68.6723000;69.2186000;66.9556000;68.3095000;301377
USDRUB;D;20160330;0;68.3248000;68.4843000;66.6321000;67.5620000;304146
USDRUB;D;20160331;0;67.7757000;69.2285000;66.2664000;66.9688000;329403
USDRUB;D;20160401;0;66.9128000;68.3487000;65.2899000;67.8695000;337464
USDRUB;D;20160404;0;67.3800000;68.9162000;67.2787000;68.5495000;320851
USDRUB;D;20160405;0;68.4206000;69.4786000;67.5510000;68.5451000;320550
USDRUB;D;20160406;0;69.2820000;69.2820000;67.1010000;67.4994000;266087
USDRUB;D;20160407;0;67.6598000;68.4068000;66.3950000;67.7238000;313817
USDRUB;D;20160408;0;68.1397000;68.9500000;66.5971000;67.0000000;251828
USDRUB;D;20160411;0;67.3438000;67.3975000;65.6995000;66.4995000;286758
USDRUB;D;20160412;0;66.6338000;67.2654000;65.0436000;65.3724000;290431
USDRUB;D;20160413;0;65.6670000;66.3300000;64.7184000;65.9319000;304106
USDRUB;D;20160414;0;66.2253000;67.4100000;65.5350000;65.9402000;343247
USDRUB;D;20160415;0;66.0177000;67.3350000;65.5633000;65.6401000;326643
USDRUB;D;20160418;0;67.1592000;68.8535000;65.9880000;66.2658000;119266
USDRUB;D;20160419;0;66.2993000;67.3481000;65.0220000;65.6229000;467345
USDRUB;D;20160420;0;65.9003000;67.0830000;64.7250000;64.9751000;503411
USDRUB;D;20160421;0;65.1686000;66.9363000;64.4200000;66.5855000;502081
USDRUB;D;20160422;0;66.6804000;66.8435000;65.5064000;66.5000000;495121
USDRUB;D;20160425;0;66.8573000;67.1167000;64.6524000;66.2704000;493868
USDRUB;D;20160426;0;66.5593000;66.9749000;64.9630000;65.3295000;484462
USDRUB;D;20160427;0;65.2548000;65.9765000;64.6480000;64.8878000;499326
USDRUB;D;20160428;0;65.2046000;65.3779000;64.1220000;64.6146000;454497
USDRUB;D;20160429;0;64.8026000;65.5105000;63.9626000;64.7650000;442267
